Region,Department,Gender,Age,Job_Title,Education_Level,Performance_Score,Work_Hours_Per_Week,Remote_Work_Frequency,Team_Size,Employee_Satisfaction_Score,Industry,Actual_Working_Hours,Employment_Year,Avg_Unemployment_Rate,State_Full,Percent_Treated,Percent_Work_Interference,Percent_Consequences
Illinois,Customer Support,Male,49,Analyst,High School,4.0,46.0,100,8,2.290046930335503,Consulting,46.65491944233493,2021,7.106436781609196,Illinois,76.0,16.0,16.0
North Carolina,IT,Female,33,Specialist,Master,5.0,58.0,75,4,2.919411384909889,Retail,61.25992404797538,2017,4.55,North Carolina,63.63636363636363,0.0,27.27272727272727
Georgia,Sales,Male,55,Coordinator,Master,4.0,39.0,75,6,2.79302646073483,Consulting,40.731002892766114,2022,6.704377637130802,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Ohio,Marketing,Male,47,Specialist,Bachelor,3.0,38.0,0,19,3.849907794289534,Telecommunications,40.84794455510807,2013,7.425,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Pennsylvania,Customer Support,Female,37,Developer,Master,5.0,43.0,75,2,2.6665262061809702,Education,43.430047175587525,2019,5.941792929292929,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Texas,Operations,Male,43,Consultant,High School,2.0,40.0,50,8,2.7160786217476427,Retail,42.10197422308734,2015,4.425,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Michigan,Sales,Male,53,Consultant,Bachelor,4.0,44.0,0,15,4.235087933617403,Retail,48.246039138762114,2022,7.796604938271605,Michigan,55.55555555555556,0.0,22.22222222222222
Ohio,Legal,Male,24,Specialist,Bachelor,3.0,52.0,75,1,3.937216145849004,Technology,56.7208739965542,2008,6.4750000000000005,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
New York,Marketing,Female,44,Specialist,High School,3.0,38.0,0,7,3.2073407000596017,Retail,76.86580846752896,2007,4.55,New York,73.17073170731707,14.634146341463413,19.51219512195122
Texas,Legal,Male,57,Team Lead,Bachelor,5.0,36.0,25,6,3.2326873752088248,Finance,38.16987143626311,2010,8.133333333333333,Texas,69.44444444444444,13.88888888888889,36.11111111111111
California,Sales,Male,54,Consultant,High School,5.0,46.0,0,11,4.069395033458327,Telecommunications,75.6650801267899,2022,7.645220588235294,California,73.50427350427351,16.23931623931624,27.350427350427353
Florida,Marketing,Male,38,Specialist,Bachelor,4.0,42.0,0,2,4.2608907760894725,Finance,77.60575150479396,2023,6.688909313725491,Florida,66.66666666666666,25.0,8.333333333333332
New York,Engineering,Male,23,Specialist,Bachelor,4.0,35.0,50,13,3.099283186119166,Consulting,37.38369762783916,2018,4.325,New York,73.17073170731707,14.634146341463413,19.51219512195122
Texas,Legal,Female,45,Specialist,High School,2.0,53.0,50,6,1.6317050524233423,Healthcare,57.64496497436715,2006,4.891666666666667,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Texas,Customer Support,Male,33,Developer,High School,3.0,44.0,0,13,2.9243450774934554,Technology,66.34204651631913,2009,7.566666666666666,Texas,69.44444444444444,13.88888888888889,36.11111111111111
New York,Marketing,Male,34,Team Lead,Bachelor,2.0,53.0,0,19,4.124043877360721,Finance,51.937834644370895,2008,5.458333333333333,New York,73.17073170731707,14.634146341463413,19.51219512195122
Georgia,Customer Support,Female,36,Coordinator,Bachelor,4.0,57.0,0,5,2.99082609193788,Education,60.46678744579867,2014,7.1000000000000005,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Ohio,HR,Female,29,Manager,Master,5.0,49.0,0,1,2.627911666301731,Consulting,50.19851274885948,2014,5.8,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
New York,Operations,Female,38,Manager,Bachelor,2.0,58.0,75,18,2.719259725770088,Finance,46.26258489242984,2015,5.258333333333334,New York,73.17073170731707,14.634146341463413,19.51219512195122
North Carolina,Legal,Male,31,Manager,High School,3.0,46.0,0,11,3.5479817535553657,Technology,46.55627832684561,2018,4.083333333333333,North Carolina,63.63636363636363,0.0,27.27272727272727
Ohio,Marketing,Female,35,Specialist,Master,4.0,35.0,0,14,3.1861951843695406,Telecommunications,37.514646442757616,2010,10.241666666666667,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Pennsylvania,Finance,Female,32,Developer,Master,4.0,49.0,50,18,3.597000010231776,Education,51.216688227745394,2007,4.391666666666667,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Ohio,Customer Support,Female,50,Developer,Bachelor,3.0,40.0,75,12,2.8050766032033514,Retail,40.29952193900103,2004,6.258333333333333,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Florida,IT,Female,59,Team Lead,Bachelor,3.0,35.0,50,7,2.574998736996225,Education,79.50953318440529,2019,6.688909313725491,Florida,66.66666666666666,25.0,8.333333333333332
Ohio,HR,Other,52,Consultant,High School,5.0,36.0,50,18,2.496004734434536,Consulting,71.66626017078403,2013,7.425,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
California,Customer Support,Male,46,Analyst,Master,3.0,47.0,0,8,2.573935500216374,Healthcare,58.938885188448566,2010,12.225,California,73.50427350427351,16.23931623931624,27.350427350427353
Michigan,Sales,Male,36,Coordinator,Bachelor,2.0,31.0,100,19,2.269896893438597,Telecommunications,32.21007398315562,2004,7.016666666666667,Michigan,55.55555555555556,0.0,22.22222222222222
New York,HR,Male,33,Analyst,High School,3.0,38.0,100,2,1.4675924460401015,Technology,38.4487051976876,2022,6.307580321285141,New York,73.17073170731707,14.634146341463413,19.51219512195122
Illinois,Marketing,Female,41,Consultant,Bachelor,5.0,40.0,50,9,3.458228353005309,Consulting,77.4687031322528,2023,7.106436781609196,Illinois,76.0,16.0,16.0
Pennsylvania,Marketing,Male,27,Coordinator,Bachelor,4.0,39.0,25,6,2.6048079296120066,Healthcare,40.31237866411544,2017,4.891666666666667,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Michigan,Operations,Female,23,Consultant,High School,3.0,57.0,0,19,2.95188889457662,Healthcare,61.40750887977549,2010,12.575000000000001,Michigan,55.55555555555556,0.0,22.22222222222222
North Carolina,Marketing,Other,43,Analyst,Bachelor,3.0,50.0,50,9,3.5181939444674324,Healthcare,50.65168952570901,2022,6.863669064748201,North Carolina,63.63636363636363,0.0,27.27272727272727
Illinois,Engineering,Female,38,Consultant,Bachelor,4.0,30.0,50,11,4.155134879001164,Healthcare,30.11874380485533,2022,7.106436781609196,Illinois,76.0,16.0,16.0
Florida,Operations,Female,31,Team Lead,High School,4.0,50.0,50,10,4.582682159311013,Education,54.03556014489889,2011,9.991666666666667,Florida,66.66666666666666,25.0,8.333333333333332
Florida,Customer Support,Female,50,Coordinator,Bachelor,4.0,55.0,75,3,3.0773816666387512,Technology,62.676275367967776,2023,6.688909313725491,Florida,66.66666666666666,25.0,8.333333333333332
Georgia,Engineering,Other,40,Consultant,Bachelor,3.0,38.0,0,9,3.3643566994846705,Retail,39.99407179841458,2011,10.233333333333334,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
New York,Finance,Female,28,Analyst,High School,4.0,46.0,0,11,2.482935089143893,Finance,48.24148494248645,2015,5.258333333333334,New York,73.17073170731707,14.634146341463413,19.51219512195122
New York,Sales,Male,48,Analyst,High School,3.0,35.0,50,3,3.443083116363642,Technology,55.25709780892898,2008,5.458333333333333,New York,73.17073170731707,14.634146341463413,19.51219512195122
Florida,Operations,Male,34,Coordinator,Bachelor,2.0,31.0,100,6,3.70350216742242,Finance,47.22756419749117,2009,10.391666666666667,Florida,66.66666666666666,25.0,8.333333333333332
Pennsylvania,Sales,Male,38,Developer,Bachelor,5.0,42.0,50,1,3.371395167821861,Education,79.81495629185831,2009,8.049999999999999,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
New York,Sales,Female,60,Consultant,Bachelor,5.0,48.0,0,12,3.214098772351948,Consulting,40.24792876107366,2013,7.708333333333333,New York,73.17073170731707,14.634146341463413,19.51219512195122
North Carolina,HR,Male,36,Developer,High School,4.0,59.0,0,9,3.946449560832201,Education,63.90612539067767,2015,5.716666666666666,North Carolina,63.63636363636363,0.0,27.27272727272727
Illinois,Marketing,Male,31,Specialist,Bachelor,4.0,39.0,0,17,1.461788111467639,Retail,40.05914683885251,2016,5.816666666666666,Illinois,76.0,16.0,16.0
New York,Engineering,Male,38,Manager,Bachelor,4.0,35.0,100,10,2.861889824632885,Consulting,37.055044924167184,2007,4.55,New York,73.17073170731707,14.634146341463413,19.51219512195122
Ohio,Customer Support,Other,47,Analyst,Master,5.0,35.0,50,1,2.5573606924162746,Finance,38.17762942672347,2019,6.793597560975607,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Ohio,HR,Female,54,Specialist,Bachelor,4.0,30.0,75,1,2.644011000716764,Retail,76.8244734837894,2014,5.8,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
New York,IT,Male,59,Specialist,Bachelor,3.0,40.0,50,13,3.6212978037500543,Telecommunications,37.78650085464187,2017,4.7,New York,73.17073170731707,14.634146341463413,19.51219512195122
Georgia,Sales,Male,38,Analyst,Bachelor,4.0,48.0,0,19,2.797699789096025,Healthcare,40.220077077903206,2004,4.758333333333334,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Texas,Customer Support,Male,53,Developer,High School,3.0,38.0,0,7,3.691903405478758,Technology,41.690787879636176,2014,5.108333333333333,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Michigan,Sales,Male,59,Manager,Bachelor,3.0,59.0,100,16,2.497469903523692,Healthcare,62.69365294775318,2018,4.341666666666667,Michigan,55.55555555555556,0.0,22.22222222222222
New York,Finance,Male,25,Specialist,Bachelor,3.0,45.0,50,12,3.990706903377941,Telecommunications,48.12181014520926,2022,6.307580321285141,New York,73.17073170731707,14.634146341463413,19.51219512195122
Ohio,Operations,Female,43,Team Lead,High School,2.0,35.0,100,17,1.7504391894318003,Telecommunications,35.44260246757679,2022,6.793597560975607,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
New York,Finance,Female,38,Consultant,Bachelor,3.0,49.0,75,3,3.886954958195147,Consulting,47.49623063098455,2011,8.299999999999999,New York,73.17073170731707,14.634146341463413,19.51219512195122
Pennsylvania,Sales,Male,47,Consultant,High School,3.0,49.0,50,17,3.786659623357089,Education,55.58411315028661,2008,5.316666666666666,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Texas,IT,Male,48,Consultant,Bachelor,3.0,38.0,25,15,1.8468186712867127,Telecommunications,37.88980016400564,2012,6.741666666666667,Texas,69.44444444444444,13.88888888888889,36.11111111111111
California,Customer Support,Male,23,Team Lead,Bachelor,5.0,38.0,0,6,2.9872323525857536,Telecommunications,38.068554506635984,2017,4.7749999999999995,California,73.50427350427351,16.23931623931624,27.350427350427353
Pennsylvania,Legal,Female,39,Developer,High School,3.0,39.0,0,7,3.221374452311786,Consulting,42.349577350446886,2004,5.425,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Florida,Marketing,Male,44,Analyst,Bachelor,5.0,45.0,0,2,3.866937483661288,Retail,46.53746302405927,2016,4.825,Florida,66.66666666666666,25.0,8.333333333333332
Ohio,Marketing,Female,45,Team Lead,Bachelor,3.0,45.0,50,14,2.1106525052391767,Healthcare,46.200277994066575,2004,6.258333333333333,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Texas,Customer Support,Female,54,Manager,Bachelor,2.0,46.0,75,6,3.677491305363764,Finance,80.27002733568108,2012,6.741666666666667,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Texas,Sales,Male,43,Specialist,Bachelor,5.0,43.0,50,5,2.243951967927716,Telecommunications,40.54473177666033,2011,7.758333333333334,Texas,69.44444444444444,13.88888888888889,36.11111111111111
New York,Sales,Male,46,Specialist,Master,3.0,30.0,0,16,1.8199820075693047,Finance,30.786559974161367,2020,6.307580321285141,New York,73.17073170731707,14.634146341463413,19.51219512195122
Georgia,Legal,Female,29,Specialist,Bachelor,5.0,46.0,0,15,2.817730213446757,Healthcare,49.50935774365434,2021,6.704377637130802,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Georgia,HR,Female,40,Analyst,Bachelor,4.0,44.0,75,8,2.826720441510491,Finance,47.9818376215136,2023,6.704377637130802,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Ohio,Engineering,Male,44,Analyst,Bachelor,3.0,45.0,25,8,2.591774021416082,Consulting,82.88356884152851,2010,10.241666666666667,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
California,Engineering,Male,60,Consultant,High School,5.0,43.0,0,7,2.091752322132096,Technology,44.55782665810221,2004,6.208333333333333,California,73.50427350427351,16.23931623931624,27.350427350427353
California,Finance,Male,28,Consultant,High School,4.0,46.0,25,10,4.006168983916067,Consulting,46.31510836726628,2017,4.7749999999999995,California,73.50427350427351,16.23931623931624,27.350427350427353
Pennsylvania,Sales,Female,27,Consultant,Bachelor,3.0,35.0,0,7,3.413743823229832,Telecommunications,38.35908501117816,2019,5.941792929292929,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Florida,Engineering,Female,54,Coordinator,Bachelor,4.0,37.0,0,13,2.309762266124498,Telecommunications,37.537299983002406,2006,3.2416666666666667,Florida,66.66666666666666,25.0,8.333333333333332
Pennsylvania,IT,Female,25,Specialist,High School,5.0,56.0,0,5,2.379866699199562,Consulting,30.772005301454715,2007,4.391666666666667,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Texas,Engineering,Female,25,Consultant,High School,3.0,44.0,0,6,2.6975938389440586,Telecommunications,50.91664655269885,2005,5.408333333333334,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Florida,Customer Support,Female,27,Team Lead,High School,3.0,51.0,75,18,4.446183368804385,Education,52.21129824914773,2023,6.688909313725491,Florida,66.66666666666666,25.0,8.333333333333332
Illinois,Finance,Female,54,Specialist,Bachelor,3.0,44.0,75,5,3.562241821889685,Telecommunications,47.42214506512961,2014,7.1000000000000005,Illinois,76.0,16.0,16.0
California,Legal,Male,25,Developer,High School,5.0,43.0,0,13,2.6743714373901075,Consulting,44.49228154038058,2018,4.208333333333333,California,73.50427350427351,16.23931623931624,27.350427350427353
North Carolina,Customer Support,Male,26,Coordinator,Bachelor,2.0,52.0,0,5,4.061163241090091,Consulting,46.99978848741514,2010,10.816666666666668,North Carolina,63.63636363636363,0.0,27.27272727272727
Ohio,Marketing,Male,56,Manager,Bachelor,3.0,43.0,25,17,2.9419038646128937,Retail,45.981893403943374,2004,6.258333333333333,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
North Carolina,Finance,Male,36,Consultant,Bachelor,4.0,48.0,0,12,2.9118504188722625,Consulting,47.338792361430976,2005,5.241666666666666,North Carolina,63.63636363636363,0.0,27.27272727272727
Pennsylvania,Engineering,Female,30,Team Lead,High School,3.0,39.0,25,6,4.235337366979023,Retail,42.00820735355154,2005,4.966666666666667,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Illinois,Legal,Female,39,Developer,Master,2.0,42.0,100,15,2.204243181968765,Finance,44.83637112464375,2023,7.106436781609196,Illinois,76.0,16.0,16.0
North Carolina,Legal,Female,51,Team Lead,High School,3.0,38.0,0,12,2.4521086559546674,Telecommunications,41.36584762651516,2011,10.266666666666667,North Carolina,63.63636363636363,0.0,27.27272727272727
Texas,Marketing,Male,50,Consultant,High School,4.0,39.0,0,9,3.8554357108634,Education,39.63384847365324,2022,5.834172661870504,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Florida,Legal,Female,43,Analyst,High School,4.0,39.0,0,11,1.4033739604989746,Education,42.51959637695035,2008,6.3,Florida,66.66666666666666,25.0,8.333333333333332
New York,Engineering,Male,43,Developer,Bachelor,3.0,37.0,75,8,3.6312132243911375,Retail,40.15341505935154,2011,8.299999999999999,New York,73.17073170731707,14.634146341463413,19.51219512195122
Florida,HR,Female,22,Manager,High School,4.0,35.0,50,2,4.231333392440589,Healthcare,67.94837432427977,2006,3.2416666666666667,Florida,66.66666666666666,25.0,8.333333333333332
Michigan,Finance,Male,54,Manager,Bachelor,4.0,36.0,0,8,2.5295378111555964,Retail,49.52272319437788,2005,6.783333333333334,Michigan,55.55555555555556,0.0,22.22222222222222
North Carolina,HR,Male,37,Coordinator,,4.0,55.0,75,2,4.167753417407127,Consulting,58.59483149226863,2004,5.4750000000000005,North Carolina,63.63636363636363,0.0,27.27272727272727
North Carolina,Operations,Male,58,Developer,High School,3.0,45.0,50,15,3.8342173424721446,Telecommunications,48.07560130961989,2008,6.133333333333333,North Carolina,63.63636363636363,0.0,27.27272727272727
Texas,Customer Support,Male,44,Analyst,Master,5.0,46.0,50,12,4.16916749373006,Telecommunications,78.17987071149237,2010,8.133333333333333,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Georgia,Finance,Female,28,Consultant,Bachelor,3.0,38.0,25,14,3.384888111402143,Healthcare,42.80284022611929,2006,4.7250000000000005,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Texas,Engineering,Other,22,Specialist,Bachelor,5.0,46.0,75,11,3.172209178798239,Telecommunications,43.43060214499207,2009,7.566666666666666,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Georgia,Legal,Female,46,Coordinator,Bachelor,4.0,44.0,0,19,4.278608116471764,Telecommunications,45.85180613995503,2012,9.191666666666666,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Georgia,HR,Female,37,Developer,Bachelor,2.0,53.0,0,14,4.35035819056265,Finance,44.76911178362416,2009,9.933333333333334,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
North Carolina,Legal,Male,40,Developer,Master,4.0,41.0,50,3,3.080848661499911,Healthcare,44.77649910612519,2005,5.241666666666666,North Carolina,63.63636363636363,0.0,27.27272727272727
Pennsylvania,Finance,Female,23,Consultant,Bachelor,5.0,49.0,50,8,3.7328662378461495,Consulting,49.73617609810975,2020,5.941792929292929,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Michigan,Engineering,Female,57,Coordinator,Bachelor,3.0,30.0,100,18,3.512992788121471,Consulting,78.12491707929368,2020,7.796604938271605,Michigan,55.55555555555556,0.0,22.22222222222222
Illinois,Finance,Male,24,Analyst,,2.0,43.0,50,19,3.0676344769388084,Education,45.54505832543521,2013,9.041666666666666,Illinois,76.0,16.0,16.0
New York,HR,Female,22,Analyst,High School,5.0,42.0,100,16,2.605090290676889,Healthcare,67.9634047565173,2006,4.558333333333334,New York,73.17073170731707,14.634146341463413,19.51219512195122
California,Marketing,Male,40,Specialist,Bachelor,5.0,37.0,25,4,4.083017984524859,Finance,39.977955877169975,2006,4.916666666666667,California,73.50427350427351,16.23931623931624,27.350427350427353
Pennsylvania,Operations,Female,46,Developer,Bachelor,4.0,45.0,50,17,4.406754919342499,Retail,47.992472705732986,2004,5.425,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
New York,Marketing,Female,45,Manager,,3.0,47.0,0,7,4.2553103656276265,Education,50.86724956621877,2020,6.307580321285141,New York,73.17073170731707,14.634146341463413,19.51219512195122
Georgia,Legal,Female,40,Team Lead,Bachelor,4.0,31.0,100,17,3.496381138748023,Healthcare,62.9766661572793,2004,4.758333333333334,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Texas,HR,Male,42,Consultant,Bachelor,4.0,49.0,0,13,1.4880552495689312,Retail,49.95655759085446,2013,6.25,Texas,69.44444444444444,13.88888888888889,36.11111111111111
North Carolina,Legal,Female,25,Developer,High School,5.0,48.0,75,1,2.8793261241931,Healthcare,52.599542742435546,2013,7.958333333333333,North Carolina,63.63636363636363,0.0,27.27272727272727
Georgia,Engineering,Male,44,Team Lead,High School,3.0,51.0,0,5,2.225719004947699,Finance,54.87387384721184,2011,10.233333333333334,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
New York,Sales,Male,50,Coordinator,High School,5.0,38.0,0,8,3.549854180313728,Education,31.149071070055683,2011,8.299999999999999,New York,73.17073170731707,14.634146341463413,19.51219512195122
Illinois,Marketing,Female,40,Analyst,,2.0,42.0,75,19,1.3879531497683049,Technology,45.59644768331405,2020,7.106436781609196,Illinois,76.0,16.0,16.0
California,Sales,Male,55,Analyst,Master,3.0,40.0,75,17,2.751758153116524,Education,37.95889483180128,2016,5.483333333333333,California,73.50427350427351,16.23931623931624,27.350427350427353
Texas,Engineering,Female,37,Team Lead,Bachelor,2.0,59.0,75,15,2.363906428180598,Healthcare,68.07793969600884,2022,5.834172661870504,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Illinois,Customer Support,Male,34,Coordinator,High School,4.0,43.0,50,16,1.841668984303807,Education,43.91439473311759,2010,10.366666666666667,Illinois,76.0,16.0,16.0
Pennsylvania,Sales,Female,49,Coordinator,Bachelor,4.0,53.0,50,13,2.9789877394587267,Healthcare,53.90683110034966,2014,5.875,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Ohio,HR,Male,45,Specialist,Bachelor,3.0,55.0,100,18,3.700481136084088,Healthcare,55.43613938196103,2005,5.908333333333334,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Pennsylvania,Customer Support,Male,46,Team Lead,Bachelor,5.0,57.0,50,19,3.034781417701752,Consulting,58.5148833264071,2009,8.049999999999999,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Illinois,Finance,Male,22,Team Lead,High School,4.0,44.0,0,9,2.3663210245262647,Telecommunications,47.06990055587239,2011,9.691666666666666,Illinois,76.0,16.0,16.0
Illinois,HR,Male,30,Consultant,Bachelor,5.0,50.0,0,12,3.877495050906806,Education,59.60789585139489,2009,10.200000000000001,Illinois,76.0,16.0,16.0
Georgia,Finance,Male,26,Specialist,Bachelor,4.0,46.0,50,7,2.2766137188185818,Retail,48.36495099488793,2010,10.491666666666667,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Ohio,Operations,Male,28,Consultant,,4.0,49.0,100,19,2.758507812734441,Finance,52.858106098765965,2023,6.793597560975607,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Georgia,Legal,Male,23,Specialist,Bachelor,5.0,31.0,50,13,3.778293669240667,Telecommunications,31.86092290970253,2015,5.958333333333333,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Michigan,Engineering,Other,41,Developer,Master,4.0,43.0,0,12,3.650791948021749,Consulting,45.68970663327475,2006,7.008333333333333,Michigan,55.55555555555556,0.0,22.22222222222222
Michigan,Finance,Male,50,Specialist,Bachelor,4.0,45.0,100,16,2.6537754685470625,Consulting,67.844615685926,2004,7.016666666666667,Michigan,55.55555555555556,0.0,22.22222222222222
Pennsylvania,Finance,Female,38,Analyst,Bachelor,4.0,47.0,25,16,2.872305327626196,Retail,48.870528353010044,2016,5.3999999999999995,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Georgia,Finance,Male,33,Coordinator,Bachelor,5.0,41.0,0,19,3.853281212704768,Consulting,46.09908260934321,2016,5.366666666666667,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Georgia,Finance,Male,51,Manager,Bachelor,4.0,44.0,50,8,2.3131981974370857,Technology,48.28101951236899,2006,4.7250000000000005,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Pennsylvania,Engineering,Male,38,Coordinator,Bachelor,4.0,32.0,75,11,2.504678595284976,Healthcare,62.09375016125282,2004,5.425,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Texas,Marketing,Other,58,Manager,Master,5.0,58.0,0,10,3.187511287744221,Retail,43.35565695530899,2023,5.834172661870504,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Pennsylvania,Legal,Female,31,Specialist,Bachelor,4.0,38.0,0,19,3.665505729163283,Retail,43.190009886776096,2010,8.433333333333334,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Georgia,HR,Male,28,Specialist,High School,2.0,37.0,50,18,3.498941140601378,Technology,37.91902895763883,2019,6.704377637130802,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Michigan,IT,Female,46,Specialist,Bachelor,3.0,37.0,25,16,3.3436637997950003,Technology,43.57814122807274,2022,7.796604938271605,Michigan,55.55555555555556,0.0,22.22222222222222
New York,Engineering,Male,36,Analyst,Bachelor,3.0,39.0,0,19,4.071731646434515,Education,41.94971408122096,2022,6.307580321285141,New York,73.17073170731707,14.634146341463413,19.51219512195122
New York,Operations,Male,34,Analyst,Bachelor,4.0,40.0,75,9,2.5628783125035945,Technology,40.05235556031713,2020,6.307580321285141,New York,73.17073170731707,14.634146341463413,19.51219512195122
Illinois,Sales,Female,41,Coordinator,Bachelor,4.0,45.0,50,17,3.4808102163217263,Finance,48.12351949303105,2016,5.816666666666666,Illinois,76.0,16.0,16.0
Georgia,Sales,Male,45,Analyst,,4.0,40.0,0,9,3.7009200583253743,Retail,43.18143241482908,2016,5.366666666666667,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Texas,Engineering,Male,44,Consultant,Bachelor,5.0,38.0,0,12,1.5772048157510823,Technology,82.0,2018,3.9166666666666665,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Georgia,Legal,Male,48,Developer,Bachelor,4.0,38.0,0,14,1.8144421805415327,Education,40.37049982152546,2007,4.541666666666667,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Georgia,Finance,Female,44,Developer,High School,4.0,47.0,75,8,2.3350546583669765,Finance,43.05355494853042,2009,9.933333333333334,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Michigan,Customer Support,Male,32,Manager,Bachelor,3.0,55.0,50,12,3.63013735150222,Finance,52.10534277017212,2005,6.783333333333334,Michigan,55.55555555555556,0.0,22.22222222222222
Michigan,Finance,Female,25,Team Lead,Bachelor,3.0,37.0,50,16,1.8557132095406763,Technology,38.4257271173198,2015,5.408333333333334,Michigan,55.55555555555556,0.0,22.22222222222222
North Carolina,Engineering,Male,47,Team Lead,High School,3.0,44.0,50,5,3.6759872459177534,Education,45.25432482382033,2006,4.758333333333334,North Carolina,63.63636363636363,0.0,27.27272727272727
Illinois,Marketing,Male,25,Coordinator,Master,3.0,43.0,0,10,1.6812373350370649,Healthcare,43.31916148237288,2020,7.106436781609196,Illinois,76.0,16.0,16.0
Texas,Operations,Female,24,Specialist,Bachelor,4.0,45.0,50,19,2.524442716204539,Consulting,64.40202796226205,2009,7.566666666666666,Texas,69.44444444444444,13.88888888888889,36.11111111111111
New York,Marketing,Female,49,Consultant,Bachelor,3.0,46.0,0,2,2.7828078006393047,Telecommunications,49.34856023028403,2004,5.808333333333334,New York,73.17073170731707,14.634146341463413,19.51219512195122
Georgia,Legal,Female,46,Developer,Bachelor,4.0,44.0,0,19,1.6822744863474173,Consulting,48.232828779971584,2004,4.758333333333334,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Georgia,Customer Support,Male,25,Developer,Bachelor,2.0,45.0,75,11,3.7883679929664793,Education,75.06422453136548,2020,6.704377637130802,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Georgia,Marketing,Female,24,Manager,High School,5.0,49.0,0,3,2.409490325072051,Healthcare,70.13158156418793,2017,4.75,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
New York,IT,Male,54,Developer,Bachelor,4.0,45.0,0,2,3.084002047148694,Retail,49.24238791950695,2016,4.8500000000000005,New York,73.17073170731707,14.634146341463413,19.51219512195122
California,Customer Support,Male,24,Specialist,High School,4.0,48.0,0,7,3.4893059264498487,Technology,37.573935585117816,2018,4.208333333333333,California,73.50427350427351,16.23931623931624,27.350427350427353
Florida,IT,Male,45,Consultant,High School,2.0,31.0,50,8,3.796600860520962,Consulting,82.54575364040335,2011,9.991666666666667,Florida,66.66666666666666,25.0,8.333333333333332
Michigan,Finance,Male,55,Developer,Bachelor,5.0,34.0,0,2,2.982206820053418,Consulting,36.811861733214855,2012,9.125,Michigan,55.55555555555556,0.0,22.22222222222222
